"ANOVA"	"ANOVA"	"ANOVA"	"ANALYSIS_METHOD"	"29"	"0"
"PRIMARY"	"Primary cultures"	"Primary cultures"	"EXPERIMENT_TYPE"	"296"	"0"
"RAW_DATA"	"Raw data"	"Raw data"	"FILE_TYPE"	"297"	"0"
"ETL_FILES"	"ETL files"	"ETL files"	"FILE_TYPE"	"298"	"0"
"FINDINGS"	"Findings"	"Findings"	"FILE_TYPE"	"299"	"0"
"PROCESSED_DATA"	"Processed data"	"Processed data"	"FILE_TYPE"	"300"	"0"
"PROTOCOL"	"Protocol"	"Protocol"	"FILE_TYPE"	"301"	"0"
"REPORT"	"Report"	"Report"	"FILE_TYPE"	"302"	"0"
"OTHER"	"Other"	"Other"	"FILE_TYPE"	"303"	"0"
"ACTUAL"	"actual fold change"	"actual fold change"	"FOLD_CHG_METRIC"	"304"	"0"
"TRINARY"	"-1 (down), 1 (up), 0 (optional for unchanged)"	"-1 (down), 1 (up), 0 (optional for unchanged)"	"FOLD_CHG_METRIC"	"305"	"0"
"NOT_USED"	"not used (i.e. gene list)"	"not used (i.e. gene list)"	"FOLD_CHG_METRIC"	"306"	"0"
"CLINICAL_TRIAL"	"Clinical Trial"	"Clinical Trial source"	"GENE_SIG_SOURCE"	"307"	"0"
"EXPERIMENT"	"Experiment"	"Experiment source"	"GENE_SIG_SOURCE"	"308"	"0"
"LITERATURE"	"Literature"	"Literature"	"GENE_SIG_SOURCE"	"309"	"0"
"GC-RMA"	"GC-RMA"	"GC-RMA"	"NORMALIZATION_METHOD"	"310"	"0"
"MAS5"	"MAS5"	"MAS5"	"NORMALIZATION_METHOD"	"311"	"0"
"NONE"	"None"	"None"	"NORMALIZATION_METHOD"	"312"	"0"
"RMA"	"RMA"	"RMA"	"NORMALIZATION_METHOD"	"313"	"0"
"OTHER"	"other"	"helper concept"	"OTHER"	"1"	"0"
"1_PERC"	".01"	".01"	"P_VAL_CUTOFF"	"314"	"0"
"5_PERC"	".05"	".05"	"P_VAL_CUTOFF"	"315"	"0"
"UNDEFINED"	"undefined"	"undefined"	"P_VAL_CUTOFF"	"316"	"0"
"ALTHEADX"	"AltheaDx"	"AltheaDx"	"PROVIDER"	"317"	"0"
"COVANCE"	"Covance"	"Covance"	"PROVIDER"	"318"	"0"
"EXELIXIS"	"Exelixis"	"Exelixis"	"PROVIDER"	"319"	"0"
"HTG"	"HTG"	"HTG"	"PROVIDER"	"320"	"0"
"QUALTEK"	"QualTek"	"QualTek"	"PROVIDER"	"321"	"0"
"QUINTILES"	"Quintiles"	"Quintiles"	"PROVIDER"	"322"	"0"
"VENTANA"	"Ventana"	"Ventana"	"PROVIDER"	"323"	"0"
"VERIDEX"	"Veridexa"	"Veridex"	"PROVIDER"	"324"	"0"
"VIALELAB"	"Viale Lab"	"Viale Lab"	"PROVIDER"	"325"	"0"
"OTHER"	"Other"	"Other"	"PROVIDER"	"326"	"0"
"UNKNOWN"	"Unknown"	"Unknown"	"PROVIDER"	"327"	"0"
"NOTAPPLICABLE"	"Not applicable"	"Not applicable"	"PROVIDER"	"328"	"0"
"AEDES_AEGYPTI"	"Aedes aegypti"	"Aedes aegypti"	"SPECIES"	"703"	"0"
"AILUROPODA_MELANOLEUCA"	"Ailuropoda melanoleuca"	"Giant panda"	"SPECIES"	"736"	"0"
"ARABIDOPSIS_THALIANA"	"Arabidopsis thaliana"	"Arabidopsis thaliana"	"SPECIES"	"329"	"0"
"BOS_TAURUS"	"Bos taurus"	"Bos taurus"	"SPECIES"	"330"	"0"
"CAENORHABDITIS_ELEGANS"	"Caenorhabditis elegans"	"Caenorhabditis elegans"	"SPECIES"	"331"	"0"
"CALLITHRIX_JACCHUS"	"Callithrix jacchus"	"Common marmoset"	"SPECIES"	"704"	"0"
"CANIS_LUPUS_FAMILIARIS"	"Canis lupus familiaris"	"Dog"	"SPECIES"	"332"	"0"
"CHLAMYDOMONAS_REINHARDTII"	"Chlamydomonas reinhardtii"	"Chlamydomonas reinhardtii"	"SPECIES"	"333"	"0"
"CHLOROCEBUS_AETHIOPS"	"Chlorocebus aethiops"	"African green monkey"	"SPECIES"	"705"	"0"
"CHLOROCEBUS_PYGERYTHRUS"	"Chlorocebus pygerythrus"	"Vervet"	"SPECIES"	"737"	"0"
"DANIO_RERIO_ZEBRAFISH"	"Danio rerio"	"Zebrafish (Danio rerio)"	"SPECIES"	"335"	"0"
"DICTYOSTELIUM_DISCOIDEUM"	"Dictyostelium discoideum"	"Dictyostelium discoideum"	"SPECIES"	"336"	"0"
"DROSOPHILA_MELANOGASTER"	"Drosophila melanogaster"	"Drosophila melanogaster"	"SPECIES"	"337"	"0"
"ESCHERICHIA_COLI"	"Escherichia coli"	"Escherichia coli"	"SPECIES"	"338"	"0"
"GALLUS_GALLUS"	"Gallus gallus"	"Chicken"	"SPECIES"	"706"	"0"
"HEPATITIS_C_VIRUS"	"Hepatitis C virus"	"Hepatitis C virus"	"SPECIES"	"339"	"0"
"HOMO_SAPIENS"	"Homo sapiens"	"Human"	"SPECIES"	"340"	"0"
"MACACA_FASCICULARIS"	"Macaca fascicularis"	"Cynomolgus macaque"	"SPECIES"	"334"	"0"
"MACACA_MULATTA"	"Macaca mulatta"	"Rhesus monkey"	"SPECIES"	"707"	"0"
"MESOCRICETUS_AURATUS"	"Mesocricetus auratus"	"Hamster"	"SPECIES"	"715"	"0"
"MOUSE_1"	"Mouse (Balb/c)"	"Mouse (Balb/c)"	"SPECIES"	"341"	"0"
"MOUSE_2"	"Mouse (C57BL/6)"	"Mouse (C57BL/6)"	"SPECIES"	"342"	"0"
"MOUSE_3"	"Mouse (knockout or transgenic)"	"Mouse (knockout or transgenic)"	"SPECIES"	"343"	"0"
"MOUSE_4"	"Mouse (other)"	"Mouse (other)"	"SPECIES"	"344"	"0"
"MUS_MUSCULUS"	"Mus musculus"	"Mouse"	"SPECIES"	"345"	"0"
"MUSTELA_PUTORIUS_FURO"	"Mustela putorius furo"	"Ferret"	"SPECIES"	"702"	"0"
"MYCOPLASMA_PNEUMONIAE"	"Mycoplasma pneumoniae"	"Mycoplasma pneumoniae"	"SPECIES"	"346"	"0"
"ORYZA_SATIVA"	"Oryza sativa"	"Rice (Oryza sativa)"	"SPECIES"	"347"	"0"
"OVIS_ARIES"	"Ovis aries"	"Sheep"	"SPECIES"	"708"	"0"
"PLASMODIUM_FALCIPARUM"	"Plasmodium falciparum"	"Plasmodium falciparum (malaria)"	"SPECIES"	"348"	"0"
"PNEUMOCYSTIS_CARINII"	"Pneumocystis carinii"	"Pneumocystis carinii"	"SPECIES"	"349"	"0"
"RATTUS_NORVEGICUS"	"Rattus norvegicus"	"Rattus norvegicus"	"SPECIES"	"350"	"0"
"RATTUS_RATTUS"	"Rattus rattus"	"Rattus rattus"	"SPECIES"	"351"	"0"
"SACCHAROMYCES_CEREVISIAE"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"SPECIES"	"352"	"0"
"SCHIZOSACCHAROMYCES_POMBE"	"Schizosaccharomyces pombe"	"Schizosaccharomyces pombe"	"SPECIES"	"353"	"0"
"SUS_SCROFA"	"Sus scrofa"	"Pig"	"SPECIES"	"709"	"0"
"TAKIFUGU_RUBRIPES"	"Takifugu rubripes"	"Takifugu rubripes"	"SPECIES"	"354"	"0"
"XENOPUS_LAEVIS"	"Xenopus laevis"	"Xenopus laevis"	"SPECIES"	"355"	"0"
"ZEA_MAYS"	"Zea mays"	"Zea mays"	"SPECIES"	"356"	"0"
"STREPTOCOCCUS_PNEUMONIAE"	"Streptococcus pneumoniae"	"Streptococcus pneumoniae"	"SPECIES"	"357"	"0"
"INFLUENZA_VIRUS"	"Influenza virus"	"Influenza A virus"	"SPECIES"	"358"	"0"
"FLAVIVIRUS_FEBRICIS"	"Flavivirus febricis"	"Yellow fever virus"	"SPECIES"	"359"	"0"
"CORONAVIRUS"	"Coronavirus"	"Coronavirus"	"SPECIES"	"710"	"0"
"MERS_COV"	"MERS-CoV"	"Middle East respiratory syndrome-related coronavirus"	"SPECIES"	"711"	"0"
"SARS_COV"	"SARS-CoV"	"Severe acute respiratory syndrome-related coronavirus"	"SPECIES"	"712"	"0"
"SARS_COV_2"	"SARS-CoV-2"	"COVID-19 associated coronavirus"	"SPECIES"	"713"	"0"
"VIRUSES"	"Viruses"	"Viruses"	"SPECIES"	"714"	"0"
"OTHER"	"Other"	"Other species"	"SPECIES"	"360"	"0"
"3T3-SWISS_ALBINO_CELLS"	"3T3 Swiss albino cells"	"3T3 Swiss albino knockout mouse cells"	"SPECIES"	"716"	"0"
"A-549_CELLS"	"A-549 cells"	"A-549 human lung adenocarcinoma cells"	"SPECIES"	"717"	"0"
"BEAS-2B_CELLS"	"BEAS-2B cells"	"BEAS-2B human bronchial epithelium Ad12 transformed cells"	"SPECIES"	"718"	"0"
"CACO-2_CELLS"	"Caco-2 cells"	"Caco-2 human colon carcinoma cells"	"SPECIES"	"719"	"0"
"CALU-3_CELLS"	"Calu-3 cells"	"Calu-3 human lung adenocarcinoma cells"	"SPECIES"	"720"	"0"
"HEK293_CELLS"	"HEK293 cells"	"HEK293 human fetal cells"	"SPECIES"	"721"	"0"
"HELA_CELLS"	"HeLa cells"	"HeLa human papillomavirus-related endocervical adenocarcinoma cells"	"SPECIES"	"722"	"0"
"HUH-7_CELLS"	"Huh-7 cells"	"Huh-7 human adult hepatocellular carcinoma cells"	"SPECIES"	"723"	"0"
"IPEC_CELLS"	"IPEC cells"	"IPEC bovine (not porcine) intestinal epithelial cells"	"SPECIES"	"724"	"0"
"MA-104_CELLS"	"MA-104 cells"	"MA-104 green monkey fetal cells"	"SPECIES"	"725"	"0"
"MRC-5_CELLS"	"MRC-5 cells"	"MRC-5 human fetal lung cells"	"SPECIES"	"726"	"0"
"NCI-H1299_CELLS"	"NCI-H1299 cells"	"NCI-H1299 human lung large cell carcinomacells"	"SPECIES"	"727"	"0"
"NHBE_CC-2540_CELLS"	"NHBE CC-2540 cells"	"NHBE CC-2540 human bronchial/tracheal epithelial cells"	"SPECIES"	"728"	"0"
"OK_CELLS"	"OK cells"	"OK opossum kidney cells"	"SPECIES"	"729"	"0"
"U2OS_CELLS"	"U2OS cells"	"U2OS human osteosarcoma cells"	"SPECIES"	"730"	"0"
"VERO_CELLS"	"Vero (81) cells"	"Vero (81) green monkey kidney epithelium cells"	"SPECIES"	"731"	"0"
"VERO_76_CELLS"	"Vero 76 cells"	"Vero 76 green monkey kidney epithelium cells"	"SPECIES"	"732"	"0"
"VERO_C1008_CELLS"	"Vero C1008 (E6) cells"	"Vero C1008 (E6) green monkey kidney epithelium cells"	"SPECIES"	"733"	"0"
"VERO_F6_CELLS"	"Vero F6 cells"	"Vero F6 green monkey kidney epithelium cells"	"SPECIES"	"734"	"0"
"OTHER_CELLS"	"Other cells"	"Other cells"	"SPECIES"	"735"	"0"
"INTERNAL"	"Internal"	"Internal"	"STUDY_ACCESS_TYPE"	"361"	"0"
"PUBLIC"	"Public"	"Public"	"STUDY_ACCESS_TYPE"	"362"	"0"
"COMMERCIAL"	"Commercial"	"Commercial"	"STUDY_ACCESS_TYPE"	"363"	"0"
"CONSORTIUM"	"Consortium"	"Consortium"	"STUDY_ACCESS_TYPE"	"364"	"0"
"NOT_APPLICABLE"	"Not applicable"	"Not applicable"	"STUDY_ACCESS_TYPE"	"365"	"0"
"PD_BIOMARKER"	"PD biomarker"	"PD biomarker"	"STUDY_BIOMARKER_TYPE"	"366"	"0"
"PATIENT_SELECTION_BIOMARKER"	"Patient selection biomarker"	"Patient selection biomarker"	"STUDY_BIOMARKER_TYPE"	"367"	"0"
"EFFICACY_BIOMARKER"	"Efficacy biomarker"	"Efficacy biomarker"	"STUDY_BIOMARKER_TYPE"	"368"	"0"
"NOT_APPLICABLE"	"Not applicable"	"Not applicable"	"STUDY_BIOMARKER_TYPE"	"369"	"0"
"INTERVENTIONAL"	"Interventional"	"Interventional"	"STUDY_DESIGN"	"370"	"0"
"INTERVENTIONAL_LONG"	"Interventional longitudinal"	"Interventional longitudinal"	"STUDY_DESIGN"	"371"	"0"
"OBSERVATIONAL"	"Observational"	"Observational"	"STUDY_DESIGN"	"372"	"0"
"OBSERVATIONAL_LONG"	"Observational longitudinal"	"Observational longitudinal"	"STUDY_DESIGN"	"373"	"0"
"OTHER"	"Other"	"Other"	"STUDY_DESIGN"	"374"	"0"
"DISCOVER_TARGETS_BIOLOGICAL_CONTEXTS"	"Discover targets/biological contexts"	"Discover targets/biological contexts"	"STUDY_OBJECTIVE"	"375"	"0"
"SELECT_LEAD_OR_DEVELOPMENT_CANDIDATES"	"Select lead or development candidates"	"Select lead or development candidates"	"STUDY_OBJECTIVE"	"376"	"0"
"DISCOVER_BIOMARKERS"	"Discover biomarkers"	"Discover biomarkers"	"STUDY_OBJECTIVE"	"377"	"0"
"QUALIFY_ASSAYS"	"Qualify assays"	"Qualify assays"	"STUDY_OBJECTIVE"	"378"	"0"
"DEMONSTRATE_MECHANISTIC_PROOF_OF_CONCEPT_IN_CLINIC"	"Demonstrate mechanistic Proof of Concept in clinic"	"Demonstrate mechanistic Proof of Concept in clinic"	"STUDY_OBJECTIVE"	"379"	"0"
"DEMONSTRATE_CLINICAL_BENEFIT_PROOF_OF_CONCEPT_IN_CLINIC"	"Demonstrate clinical benefit Proof of Concept in clinic"	"Demonstrate clinical benefit Proof of Concept in clinic"	"STUDY_OBJECTIVE"	"380"	"0"
"SAFETY_ASSESSMENT"	"Safety assessment"	"Safety assessment"	"STUDY_OBJECTIVE"	"381"	"0"
"MODE_OF_ACTION_ANALYSIS"	"Mode Of Action analysis"	"Mode Of Action analysis"	"STUDY_OBJECTIVE"	"382"	"0"
"NOT_APPLICABLE"	"Not applicable"	"Not applicable"	"STUDY_OBJECTIVE"	"383"	"0"
"TARGET_IDENTIFICATION_VALIDATION"	"Target identification / validation"	"Target identification / validation"	"STUDY_PHASE"	"384"	"0"
"HIT_FINDING"	"Hit finding"	"Hit finding"	"STUDY_PHASE"	"385"	"0"
"LEAD_OPTIMIZATION"	"Lead optimization"	"Lead optimization"	"STUDY_PHASE"	"386"	"0"
"DEVELOPMENT_CANDIDATE"	"Development candidate"	"Development candidate"	"STUDY_PHASE"	"387"	"0"
"PRECLINICAL"	"Preclinical"	"Preclinical"	"STUDY_PHASE"	"388"	"0"
"PHASE_I"	"Phase I"	"Phase I"	"STUDY_PHASE"	"389"	"0"
"PHASE_II"	"Phase II"	"Phase II"	"STUDY_PHASE"	"390"	"0"
"PHASE_III"	"Phase III"	"Phase III"	"STUDY_PHASE"	"391"	"0"
"REGULATORY_SUBMISSION"	"Regulatory submission"	"Regulatory submission"	"STUDY_PHASE"	"392"	"0"
"POST_MARKET_APPROVAL"	"Post market approval"	"Post market approval"	"STUDY_PHASE"	"393"	"0"
"LIFE_CYCLE_MANAGEMENT"	"Life cycle management"	"Life cycle management"	"STUDY_PHASE"	"394"	"0"
"NOT_APPLICABLE"	"Not applicable"	"Not applicable"	"STUDY_PHASE"	"395"	"0"
"PHASE_ZERO"	"Phase 0"	"Phase 0"	"STUDY_PHASE"	"396"	"0"
"IN_PREPARATION"	"In preparation"	"In preparation"	"STUDY_PUBLICATION_STATUS"	"397"	"0"
"SUBMITTED"	"Submitted"	"Submitted"	"STUDY_PUBLICATION_STATUS"	"398"	"0"
"PUBLISHED"	"Published"	"Published"	"STUDY_PUBLICATION_STATUS"	"399"	"0"
"NOT_APPLICABLE"	"Not applicable"	"Not applicable"	"STUDY_PUBLICATION_STATUS"	"400"	"0"
"BACTERIAL_AND_FUNGAL_DISEASES"	"Bacterial and Fungal Diseases"	"Bacterial and Fungal Diseases"	"THERAPEUTIC_DOMAIN"	"401"	"0"
"BEHAVIORS_AND_MENTAL_DISORDERS"	"Behaviors and Mental Disorders"	"Behaviors and Mental Disorders"	"THERAPEUTIC_DOMAIN"	"402"	"0"
"BLOOD_AND_LYMPH_CONDITIONS"	"Blood and Lymph Conditions (Hematology)"	"Blood and Lymph Conditions (Hematology)"	"THERAPEUTIC_DOMAIN"	"403"	"0"
"CANCERS_AND_OTHER_NEOPLASMS"	"Cancers and Other Neoplasms (Oncology)"	"Cancers and Other Neoplasms (Oncology)"	"THERAPEUTIC_DOMAIN"	"404"	"0"
"CHILDHOOD_DISEASES"	"Childhood diseases (Pediatrics)"	"Childhood diseases (Pediatrics)"	"THERAPEUTIC_DOMAIN"	"405"	"0"
"DIGESTIVE_SYSTEM_DISEASES"	"Digestive System Diseases (Gastroenterology)"	"Digestive System Diseases (Gastroenterology)"	"THERAPEUTIC_DOMAIN"	"406"	"0"
"DISEASES_AND_ABNORMALITIES_AT_OR_BEFORE_BIRTH"	"Diseases and Abnormalities at or before Birth (Neonatology)"	"Diseases and Abnormalities at or before Birth (Neonatology)"	"THERAPEUTIC_DOMAIN"	"407"	"0"
"EAR_NOSE_AND_THROAT_DISEASES"	"Ear Nose and Throat Diseases (Otolaryngology)"	"Ear Nose and Throat Diseases (Otolaryngology)"	"THERAPEUTIC_DOMAIN"	"408"	"0"
"EYE_DISEASES"	"Eye Diseases (Ophthalmology)"	"Eye Diseases (Ophthalmology)"	"THERAPEUTIC_DOMAIN"	"409"	"0"
"FAMILY_MEDICINE"	"Family Medicine"	"Family Medicine"	"THERAPEUTIC_DOMAIN"	"410"	"0"
"GENETIC_DISEASES"	"Genetic Diseases"	"Genetic Diseases"	"THERAPEUTIC_DOMAIN"	"411"	"0"
"GLAND_AND_HORMONE_RELATED_DISEASES"	"Gland and Hormone Related Diseases (Endocrinology)"	"Gland and Hormone Related Diseases (Endocrinology)"	"THERAPEUTIC_DOMAIN"	"412"	"0"
"HEART_AND_BLOOD_DISEASES"	"Heart and Blood Diseases (Cardiovascular)"	"Heart and Blood Diseases (Cardiovascular)"	"THERAPEUTIC_DOMAIN"	"413"	"0"
"HEALTHY_VOLUNTEERS"	"Healthy Volunteers"	"Healthy Volunteers"	"THERAPEUTIC_DOMAIN"	"414"	"0"
"HEPATOLOGY"	"Hepatology (Liver, Pancreatic, Gall Bladder)"	"Hepatology (Liver, Pancreatic, Gall Bladder)"	"THERAPEUTIC_DOMAIN"	"415"	"0"
"IMMUNE_SYSTEM_DISEASES"	"Immune System Diseases (Immunology)"	"Immune System Diseases (Immunology)"	"THERAPEUTIC_DOMAIN"	"416"	"0"
"MOUTH_AND_TOOTH_DISEASES"	"Mouth and Tooth Diseases (Dental and Oral Health)"	"Mouth and Tooth Diseases (Dental and Oral Health)"	"THERAPEUTIC_DOMAIN"	"417"	"0"
"MUSCLE_BONE_AND_CARTILAGE_DISEASES"	"Muscle Bone and Cartilage Diseases (Musculoskeletal)"	"Muscle Bone and Cartilage Diseases (Musculoskeletal)"	"THERAPEUTIC_DOMAIN"	"418"	"0"
"NERVOUS_SYSTEM_DISEASES"	"Nervous System Diseases (Neurology)"	"Nervous System Diseases (Neurology)"	"THERAPEUTIC_DOMAIN"	"419"	"0"
"NUTRITIONAL_AND_METABOLIC_DISEASES"	"Nutritional and Metabolic Diseases"	"Nutritional and Metabolic Diseases"	"THERAPEUTIC_DOMAIN"	"420"	"0"
"OCCUPATIONAL_DISEASES"	"Occupational Diseases"	"Occupational Diseases"	"THERAPEUTIC_DOMAIN"	"421"	"0"
"PARASITIC_DISEASES"	"Parasitic Diseases"	"Parasitic Diseases"	"THERAPEUTIC_DOMAIN"	"422"	"0"
"PLASTIC_SURGERY"	"Plastic Surgery"	"Plastic Surgery"	"THERAPEUTIC_DOMAIN"	"423"	"0"
"PHARMACOLOGY_TOXICOLOGY"	"Pharmacology and Toxicology"	"Pharmacology and Toxicology"	"THERAPEUTIC_DOMAIN"	"424"	"0"
"PODIATRY"	"Feet (Podiatry)"	"Feet (Podiatry)"	"THERAPEUTIC_DOMAIN"	"425"	"0"
"PSYCHIATRY_PSYCHOLOGY"	"Psychiatry and Psychology"	"Psychiatry and Psychology"	"THERAPEUTIC_DOMAIN"	"426"	"0"
"RESPIRATORY_TRACT_LUNG_AND_BRONCHIAL_DISEASES"	"Respiratory Tract (Lung and Bronchial) Diseases"	"Respiratory Tract (Lung and Bronchial) Diseases"	"THERAPEUTIC_DOMAIN"	"427"	"0"
"RHEUMATOLOGY"	"Rheumatology"	"Rheumatology"	"THERAPEUTIC_DOMAIN"	"428"	"0"
"SKIN_AND_CONNECTIVE_TISSUE_DISEASES"	"Skin and Connective Tissue Diseases (Dermatology)"	"Skin and Connective Tissue Diseases (Dermatology)"	"THERAPEUTIC_DOMAIN"	"429"	"0"
"SLEEP_DISORDERS"	"Sleep Disorders"	"Sleep Disorders"	"THERAPEUTIC_DOMAIN"	"430"	"0"
"SUBSTANCE_RELATED_DISORDERS"	"Substance Related Disorders"	"Substance Related Disorders"	"THERAPEUTIC_DOMAIN"	"431"	"0"
"SYMPTOMS_AND_GENERAL_PATHOLOGY"	"Symptoms and General Pathology"	"Symptoms and General Pathology"	"THERAPEUTIC_DOMAIN"	"432"	"0"
"NEPHROLOGY"	"Kidney and Urinary Tract Diseases (Nephrology)"	"Kidney and Urinary Tract Diseases (Nephrology)"	"THERAPEUTIC_DOMAIN"	"433"	"0"
"UROLOGY"	"Urinary Tract and Male Reproductive System"	"Urinary Tract and Male Reproductive System"	"THERAPEUTIC_DOMAIN"	"434"	"0"
"OBSTETRICS_GYNECOLOGY"	"Obstetrics and Gynecology"	"Obstetrics and Gynecology"	"THERAPEUTIC_DOMAIN"	"435"	"0"
"VACCINES"	"Preventative and Therapeutic Vaccines"	"Preventative and Therapeutic vaccines"	"THERAPEUTIC_DOMAIN"	"436"	"0"
"VIRAL_DISEASES"	"Viral Diseases"	"Viral Diseases"	"THERAPEUTIC_DOMAIN"	"437"	"0"
"WOUNDS_AND_INJURIES"	"Trauma, Wounds and Injuries"	"Trauma, Wounds and Injuries"	"THERAPEUTIC_DOMAIN"	"438"	"0"
"OTHER"	"Other"	"Other"	"THERAPEUTIC_DOMAIN"	"439"	"0"
"BREAST"	"Breast"	"Breast"	"TISSUE_TYPE"	"440"	"0"
"BRAIN"	"Brain"	"Brain"	"TISSUE_TYPE"	"441"	"0"
"COLON"	"Colon"	"Colon"	"TISSUE_TYPE"	"442"	"0"
"HEART"	"Heart"	"Heart"	"TISSUE_TYPE"	"443"	"0"
"KIDNEY"	"Kidney"	"Kidney"	"TISSUE_TYPE"	"444"	"0"
"LARGE_INTESTINE"	"Large Intestine"	"Large Intestine"	"TISSUE_TYPE"	"445"	"0"
"LIVER"	"Liver"	"Liver"	"TISSUE_TYPE"	"446"	"0"
"LYMPH_NODE"	"Lymph Node"	"Lymph Node"	"TISSUE_TYPE"	"447"	"0"
"LUNG"	"Lung"	"Lung"	"TISSUE_TYPE"	"448"	"0"
"SKIN"	"Skin"	"Skin"	"TISSUE_TYPE"	"449"	"0"
"SMALL_INTESTINE"	"Small Intestine"	"Small Intestine"	"TISSUE_TYPE"	"450"	"0"
"SPLEEN"	"Spleen"	"Spleen"	"TISSUE_TYPE"	"451"	"0"
"OTHER"	"Other"	"Other"	"TISSUE_TYPE"	"701"	"0"
